Machine_Type,Company Code,Name of recipient,Equipment,Description of technical object,Status,Specification,Chassis number,Engine serial number,Engine Model,Engine power,Engine capacity,License plate number,Tax,Insurance,Duties,Note,Class,Asset,Manufacturer of asset,Keyword,Registered
Support,2000,,DAC-060,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-061,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-062,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-063,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-064,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-065,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-066,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-067,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-068,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-069,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-070,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-071,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-072,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-073,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-074,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-075,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-076,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-077,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-078,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-079,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-080,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-081,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-082,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-083,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-084,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-085,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-086,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-087,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-088,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-089,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-090,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-091,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-092,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-093,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-094,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-095,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-096,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB # 3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-097,Double Acting Cylinder 200T/450B/ST200mm,ใช้งาน,ขาหน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-098,Double Acting Cylinder 200T/450B/ST200mm,ใช้งาน,ขาหน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-099,Double Acting Cylinder 200T/450B/ST200mm,ใช้งาน,ขาหน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-100,Double Acting Cylinder 200T/450B/ST200mm,ใช้งาน,ขาหน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-101,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-102,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-103,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-104,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-105,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-106,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-107,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-108,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-109,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-110,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-111,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-112,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-113,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-114,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-115,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-116,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-117,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-118,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-119,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-120,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-121,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-122,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #2 กลาง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-123,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-124,Double Acting Cylinder 50T/450B/ST500mm,ใช้งาน,SLIDE LCB #3 หลัง,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-125,Double Acting Cylinder 10T/210B/ST600mm,ใช้งาน,HOIST,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-126,Double Acting Cylinder 10T/210B/ST600mm,ใช้งาน,HOIST,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-127,Double Acting Cylinder 10T/210B/ST600mm,ใช้งาน,HOIST,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-128,Double Acting Cylinder 10T/210B/ST600mm,ใช้งาน,HOIST,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-129,Double Acting Cylinder 10T/210B/ST600mm,ใช้งาน,HOIST,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-130,Double Acting Cylinder 10T/210B/ST600mm,ใช้งาน,HOIST,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-131,Double Acting Cylinder 10T/210B/ST600mm,ใช้งาน,HOIST,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-132,Double Acting Cylinder 200T/450B/ST600mm,ใช้งาน,กระบอกขาหน้า,,,,0,0,,,,0,,DAC,,CAPE,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-133,Double Acting Cylinder 200T/450B/ST600mm,ใช้งาน,กระบอกขาหน้า,,,,0,0,,,,0,,DAC,,CAPE,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-134,Double Acting Cylinder 200T/450B/ST600mm,ใช้งาน,กระบอกขาหน้า,,,,0,0,,,,0,,DAC,,CAPE,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-135,Double Acting Cylinder 200T/450B/ST600mm,ใช้งาน,กระบอกขาหน้า,,,,0,0,,,,0,,DAC,,CAPE,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-136,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-137,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-138,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,1000,,DAC-139,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-140,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-141,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-142,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Support,2000,,DAC-143,Double Acting Cylinder 250T/450B/ST200mm,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,DAC,,HSIN CHENG ENGINEER,DOUBLE ACTING CYLINDER,
Crane,3000,ศูนย์ซ่อมสระบุรี_3000,DL-009,หางเทรเลอร์ดั้ม 2 เพลา CH.BENJAMAS,Stand by/รอย้าย,,CBM-0011-94,,,0,0,91-1421 กทม.,,30/6/2567,"3,600.00",แจ้งหยุดใช้ม.89,DL,321000000000,CH.BENJAMAS,หางดั้มกะบะสูง,4/7/2538
Support,1000,โรงงานเหล็ก สระบุรี,DRL-001,สว่านแท่นเจาะเหล็ก STMGH01-0084,ใช้งาน,,,,,0,0,,,,0,,DRL,121000000000,,สว่านแท่นเจาะเหล็ก,
Support,1000,รถไฟ4-7สระบุรี_2000,DRL-002,สว่านแม่เหล็ก Magnetic Core Drill,ใช้งาน,KBE 50-2 M,7270 5260 300,,,0,0,,,,0,,DRL,121000000000,VAST METALAND,สว่านแท่นเจาะเหล็ก,
Support,2000,สนญ ซีวิลเอนจีเนียริง จำกัด(มหาชน),DRN-001,โดรนติดกล้อง DJI Phantom 4,เสียหนัก/จอด,พัง/ไม่ซ่อม,07DDD4L0A10768,,,0,0,,11/3/2568,,0,มีประกัน,DRN,223000000000,Phantom,โดรน,
Support,2000,สนญ ซีวิลเอนจีเนียริง จำกัด(มหาชน),DRN-003,โดรนติดกล้อง DJI MAVIC PRO FLY COMBO,เสีย/รอซ่อม,รอ CHECK / แบตเสื่อม,08QUE4Q00103WT,,,0,0,,11/3/2569,,0,มีประกัน,DRN,223000000000,lnwGadget Store,โดรน,
Support,1000,สนญ CCSP,DRN-004,โดรนติดกล้อง DJI MAVIC PRO FLY COMBO,เสียหนัก/จอด,พัง/ไม่ซ่อม,08QUE9V02101J4,,,0,0,,24/3/2569,,0,,DRN,123000000000,lnwGadget Store,โดรน,
Support,1000,สนญ CCSP,DRN-005,โดรนติดกล้อง DJI Phantom 4 Pro Plus+,Stand by/รอใช้งาน,OK/ช.คัมภีร์ยืม 7/10/68,OAXCF27OA30965,,,0,0,,,,0,,DRN,121000000000,บ.Phantom Thailand,โดรน,
Support,1000,รถไฟ4-7สระบุรี_2000,DRN-006,โดรนติดกล้อง DJI Mavic Air2Fly MoreCombo,ใช้งาน,OK/แบตเสื่อม รอซื้อใหม่,3N3BH6W00201LY,,DJI MAVIC AIR2FLY,0,0,,,,0,ขึ้นทะเบียนแล้ว CAAT(2ปี) กสทช.(5ปี),DRN,123000000000,lnwGadget Store,โดรน,
Support,2000,สนญ ซีวิลเอนจีเนียริง จำกัด(มหาชน),DRN-007,โดรนติดกล้อง DJI Mavic Air2Fly MoreCombo,เสีย/รอซ่อม,ตก/แบตเสื่อม,3N3BH6G00202N9,,DJI MAVIC AIR2FLY,0,0,,,,0,ขึ้นทะเบียนแล้ว CAAT(2ปี) กสทช.(5ปี),DRN,223000000000,lnwGadget Store,โดรน,
Support,1000,พระราม 3-ตอน 1_1000,DRN-008,โดรนติดกล้อง DJI Mavic Air2S MoreCombo,ใช้งาน,,3YTBJBN00304B4,,DJI MAVIC AIR2S,0,0,,,,0,,DRN,123000000000,lnwGadget Store,โดรน,
Support,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,DRN-009,โดรนติดกล้อง DJI Mavic 3 Pro Fly(DJI RC),ใช้งาน,COMBO SET/จนท.,1581F67QC24BE01567PY,,DJI RC MAVIC 3 PRO,0,0,,,,0,,DRN,223000000000,lnwGadget Store,โดรน,
Support,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,DRN-010,โดรนติดกล้อง DJI Air 3S Fly More Combo3,ใช้งาน,,1581F895C257C007FGCM,,,0,0,,,,0,,DRN,223000000000,,โดรน,
Heavy,2000,ศูนย์ซ่อมสระบุรี_2000,DT-213,รถบรรทุก10 ล้อ ท้องเรียบ MITSU FN527,เสีย/รอซ่อม,OK/NOAIR/รอเก็บงาน,FN527M-TD1162,6D16-TD1162,MITSUBISHI-6D16,190,0,90-2173 กทม.,,30/6/2567,"3,600.00",GPS:MAPPOINT,DT,231000000000,MITSUBISHI,รถดั้ม,13/7/2537
Heavy,3000,แพล้นท์ยางบางปะหัน_3000,DT-272,รถบรรทุก10 ล้อ ท้องเรียบ MITSU FN527,Stand by/รอใช้งาน,OK,FN527M-TC0306,6D16-743593,MITSUBISHI  6D16,190,0,91-1213 กทม.,,31/3/2569,"3,600.00",GPS:MAPPOINT,DT,331000000000,MITSUBISHI,รถดั้ม,26/6/2538
Heavy,1000,ทล.3901ตอน2.2_1000,DT-315,รถบรรทุก10 ล้อ ท้องเรียบ MITSU FN527,Stand by/รอย้าย,รอตรวจเช็คก่อนใช้,FN527M-TD3781,6D16-TD3781,MITSUBISHI-6D16,190,0,91-4981 กทม.,,30/9/2569,"3,600.00",GPS:MAPPOINT,DT,131000000000,MITSUBISHI,รถดั้ม,2/11/2538
